sub,p,o
http://www.wikidata.org/entity/Q22949583,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949583-0915fc21-7568-48d2-8416-7b5f37d196f5
http://www.wikidata.org/entity/Q22949583,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949583-ea2645b2-51c0-4c57-b0aa-b94096b86ebc
http://www.wikidata.org/entity/Q22949583,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949583-356400b4-113e-4623-9b16-17ff09d36188
http://www.wikidata.org/entity/Q22949583,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22949583-b1498d98-0e35-4cb6-ba53-cc3ad51a117c
http://www.wikidata.org/entity/Q22949657,http://schema.org/version,1222346155
http://www.wikidata.org/entity/Q22949657,http://schema.org/dateModified,2020-07-02T03:04:55Z
http://www.wikidata.org/entity/Q22949657,http://schema.org/description,Kapelle in Frankreich
http://www.wikidata.org/entity/Q22949657,http://schema.org/description,"chapel located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q22949657,http://schema.org/description,"capilla situada en Córcega del Sur, en Francia"
http://www.wikidata.org/entity/Q22949657,http://schema.org/description,chapelle à Quenza (Corse-du-Sud)
http://www.wikidata.org/entity/Q22949657,http://schema.org/description,"kapel in Quenza, Frankrijk"
http://www.wikidata.org/entity/Q22949657,http://www.w3.org/2000/01/rdf-schema#label,Chapelle Sainte-Marie de Quenza
http://www.wikidata.org/entity/Q22949657,http://www.w3.org/2000/01/rdf-schema#label,chapelle Sainte-Marie de Quenza
http://www.wikidata.org/entity/Q22949657,http://wikiba.se/ontology#statements,9
http://www.wikidata.org/entity/Q22949657,http://wikiba.se/ontology#sitelinks,1
http://www.wikidata.org/entity/Q22949657,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Chapelle%20Sainte%20Marie%20de%20Quenza%2004.JPG
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108325
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q253856
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949657-319b416c-e09a-494d-8edf-583636b9ac4c
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22949657-03b61ffa-bd95-4345-a32c-0a458b2b40e4
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949657-ddd1ede6-fe5e-4c76-a2ae-99f88fc2e667
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949657-212f7a1e-63d3-4524-960b-65e4f3dac7fd
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P373,Chapelle Sainte-Marie de Quenza
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P380,PA00099104
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P625,Point(9.13465 41.76295)
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/direct/P3963,2A/accueil_2A254a
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q22949657-CD1AE13E-FF0A-45A6-B989-C9E2DE88849D
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949657-13c2e6d5-36b2-4e73-b54e-6f2ce673dca7
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949657-5812d9c0-cb32-4469-a812-7f1c0cbe34e1
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949657-6dcdc2d7-2e56-4891-8176-c186f18b4836
http://www.wikidata.org/entity/Q22949657,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q22949657-3bb369b7-4ba1-2994-f179-89b018fdf6e7
http://www.wikidata.org/entity/Q22949664,http://schema.org/version,1222241968
http://www.wikidata.org/entity/Q22949664,http://schema.org/dateModified,2020-07-01T23:47:00Z
http://www.wikidata.org/entity/Q22949664,http://schema.org/description,échauguette à Sartène (Corse-du-Sud)
http://www.wikidata.org/entity/Q22949664,http://www.w3.org/2000/01/rdf-schema#label,Échauguette de Sartène
http://www.wikidata.org/entity/Q22949664,http://www.w3.org/2000/01/rdf-schema#label,échauguette de Sartène
http://www.wikidata.org/entity/Q22949664,http://wikiba.se/ontology#statements,9
http://www.wikidata.org/entity/Q22949664,http://wikiba.se/ontology#sitelinks,1
http://www.wikidata.org/entity/Q22949664,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Echauguette%20de%20Sartene%2003.jpg
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q729998
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q217459
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949664-61e6586e-bfdb-4484-a1c5-03dfebe65e19
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22949664-bd835c3c-0ef3-4f2d-80b1-9bbd45aa016b
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949664-5f1a88f1-4bb6-0bd2-50ac-147ec15e159a
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949664-953af62b-0777-44f6-9e47-ff38fc4f9791
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P373,Échauguette de Sartène
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P380,PA00099115
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P625,Point(8.97122 41.62077)
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/direct/P6375,avenue Gabriel-Péri
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q22949664-429609DE-2257-494B-8E7A-FC5B81DCDF88
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949664-c27c0ea5-a6a1-408e-b250-f20da060f6a0
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949664-70b1b50c-b071-46ea-8f6c-1b442de98da6
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949664-3bd8386d-94b5-48df-9b67-e6822b641372
http://www.wikidata.org/entity/Q22949664,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22949664-e00d467d-008f-41cd-951a-a007e2f2f4cf
http://www.wikidata.org/entity/Q22949670,http://schema.org/version,1360462196
http://www.wikidata.org/entity/Q22949670,http://schema.org/dateModified,2021-02-13T17:19:32Z
http://www.wikidata.org/entity/Q22949670,http://schema.org/description,Kapelle in Frankreich
http://www.wikidata.org/entity/Q22949670,http://schema.org/description,"chapel located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q22949670,http://schema.org/description,"capilla situada en Córcega del Sur, en Francia"
http://www.wikidata.org/entity/Q22949670,http://schema.org/description,chapelle à Zévaco (Corse-du-Sud)
http://www.wikidata.org/entity/Q22949670,http://schema.org/description,"kapel in Zévaco, Frankrijk"
http://www.wikidata.org/entity/Q22949670,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/prop/novalue/P3963
http://www.wikidata.org/entity/Q22949670,http://www.w3.org/2000/01/rdf-schema#label,Arca de Zévaco
http://www.wikidata.org/entity/Q22949670,http://www.w3.org/2000/01/rdf-schema#label,Arca de Zévaco
http://www.wikidata.org/entity/Q22949670,http://wikiba.se/ontology#statements,7
http://www.wikidata.org/entity/Q22949670,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22949670,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108325
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q1109845
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949670-59f721f3-648b-4ec3-8f7a-3922595107f1
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949670-82fb5383-4763-2f9a-aa06-be99d1e7d61f
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949670-f891a6d2-efb0-49b2-88f3-21a2d015e42a
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P380,PA00099124
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P625,Point(9.0488 41.89068)
http://www.wikidata.org/entity/Q22950143,http://www.w3.org/2000/01/rdf-schema#label,couvent Saint-François de Morosaglia
http://www.wikidata.org/entity/Q22950143,http://wikiba.se/ontology#statements,9
http://www.wikidata.org/entity/Q22950143,http://wikiba.se/ontology#sitelinks,1
http://www.wikidata.org/entity/Q22950143,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Morosaglia-Eglise-3.jpg
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1128397
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q270675
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22950143-48b80890-a701-4a22-9be7-c719690747fd
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22950143-65c2a6c6-9907-4102-a5e9-fd0ffddecc01
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22950143-61e61f63-3ace-4f46-afe6-de6709c14820
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22950143-0260d838-e686-42ed-aee3-f70d3efdb71c
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P373,Couvent Saint-François de Morosaglia
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P380,PA00099283
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P625,Point(9.2982 42.4348)
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/direct/P6375,Convento
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q22950143-10473CB3-721C-49C7-80D6-EAD16EA61200
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22950143-37ebcb3f-3c2e-45ff-94f2-3a7f6455f13c
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22950143-0c8457e8-44a7-40fb-b7d8-df3686456dd2
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22950143-804f67ce-5b4d-4a64-851a-1011eb8eb813
http://www.wikidata.org/entity/Q22950143,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22950143-0ae84fb2-c727-481d-8d57-8d6f600094f7
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949670-e882ce1b-bd77-4b30-9382-0d9697112c2d
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949670-415c8fda-6145-4ddf-b5f7-6ca96b84f5bb
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949670-a209d164-e1e2-4f35-af1a-b69ee957e0b2
http://www.wikidata.org/entity/Q22949670,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q22949670-a210c141-4a8d-bc17-d377-410d30d4f3f1
http://www.wikidata.org/entity/Q22949702,http://schema.org/version,1222327369
http://www.wikidata.org/entity/Q22949702,http://schema.org/dateModified,2020-07-02T02:34:45Z
http://www.wikidata.org/entity/Q22949702,http://schema.org/description,hôtel particulier à Piana (Corse-du-Sud)
http://www.wikidata.org/entity/Q22949702,http://www.w3.org/2000/01/rdf-schema#label,Hôtel Les Roches Rouges de Piana
http://www.wikidata.org/entity/Q22949702,http://www.w3.org/2000/01/rdf-schema#label,hôtel Les Roches Rouges
http://www.wikidata.org/entity/Q22949702,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22949702,http://wikiba.se/ontology#sitelinks,1
http://www.wikidata.org/entity/Q22949702,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Piana%20h%C3%B4tel%20Les%20Roches%20Rouges.jpg
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1365179
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q686108
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949702-c21423fc-b7eb-452a-805a-2b292b1e5946
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22949702-0f5a4dc7-edb9-427d-b383-90a09c01e9ad
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949702-6007a6a8-4db1-4b17-bf52-632adad1c345
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949702-7361312f-9473-40ba-9cf5-b96e903c0cef
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P373,Hôtel Les Roches Rouges de Piana
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P380,PA00099139
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P625,Point(8.64164 42.24015)
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q22949702-30902724-4BF7-400D-B914-819C0A87F9C5
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949702-72ece565-76d2-4126-869c-a6155d47651c
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949702-b19e1676-1ff0-4c58-975f-4d1fa143e2c2
http://www.wikidata.org/entity/Q22949702,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949702-5d16da0f-b913-4486-aad9-5312da78d79c
http://www.wikidata.org/entity/Q22949708,http://schema.org/version,1065266463
http://www.wikidata.org/entity/Q22949708,http://schema.org/dateModified,2019-11-29T09:17:19Z
http://www.wikidata.org/entity/Q22949708,http://schema.org/description,immeuble à Ajaccio (Corse-du-Sud)
http://www.wikidata.org/entity/Q22949708,http://www.w3.org/2000/01/rdf-schema#label,immeuble
http://www.wikidata.org/entity/Q22949708,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22949708,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22949708,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20%28Ajaccio%2C%209%20rue%20Bonaparte%29%20%281%29.JPG
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q11755959
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q40104
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949708-4da7c8e3-8ac4-485e-a4de-512674362f33
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22949708-b55fa7f6-d36c-4042-88c3-e9e7ffceea83
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949708-aa2962a5-4c15-46a6-b5c5-82121c728f2a
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949708-772f1592-1f3f-4e62-b832-666893b79c87
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P380,PA00099141
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P625,Point(8.738766 41.918146)
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/direct/P6375,"9, rue Bonaparte"
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949708-83a91d45-a2d3-46e7-ab9f-de2adfa7ef43
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949708-c16ddc2b-bae4-448b-95ab-0575cc1889ef
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949708-802928d6-600e-4e59-890c-1cdc909d7c8f
http://www.wikidata.org/entity/Q22949708,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22949708-8ff492f4-0103-4533-9f96-77db57218805
http://www.wikidata.org/entity/Q22949927,http://schema.org/version,1222309224
http://www.wikidata.org/entity/Q22949927,http://schema.org/dateModified,2020-07-02T01:53:34Z
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,Brücke in Frankreich
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,pont e Bro-C'hall
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,jembatan di Perancis
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,bridge in France
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,pont à Morosaglia (Haute-Corse)
http://www.wikidata.org/entity/Q22949927,http://schema.org/description,brug op Corsica
http://www.wikidata.org/entity/Q22949927,http://www.w3.org/2000/01/rdf-schema#label,Pont de Ponte-Leccia à Morosaglia
http://www.wikidata.org/entity/Q22949927,http://www.w3.org/2000/01/rdf-schema#label,pont de Ponte Leccia
http://www.wikidata.org/entity/Q22949927,http://www.w3.org/2000/01/rdf-schema#label,pont de Ponte Leccia
http://www.wikidata.org/entity/Q22949927,http://wikiba.se/ontology#statements,9
http://www.wikidata.org/entity/Q22949927,http://wikiba.se/ontology#sitelinks,1
http://www.wikidata.org/entity/Q22949927,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20de%20Ponte%20Leccia.jpg
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q12280
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q270675
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949927-a5136df0-eb98-4d7c-9848-248b1c5cd6f7
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q22949927-86172f07-9c02-4a45-8fab-db408eaf27ec
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949927-2dd2bdb8-9d97-4259-b188-0130dbcde7f9
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949927-adaaf2b6-1e66-4659-86a5-ccf9d888efa8
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3907982
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P373,Pont de Ponte-Leccia à Morosaglia
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P380,PA00099216
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P625,Point(9.2069 42.4629)
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P276,http://www.wikidata.org/entity/statement/Q22949927-6992c975-4245-e961-f2c4-e85cb6d26693
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q22949927-F5FAB284-BBEC-4C94-9E25-C4AC80D9B37A
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949927-33c9afb9-7166-4ab3-8d08-7b63ee3d22f6
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949927-6bbd96f1-6e2b-4b27-9f8b-af61237ced42
http://www.wikidata.org/entity/Q22949927,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949927-a77e4c11-237e-432e-9cab-962041738ca0
http://www.wikidata.org/entity/Q22949970,http://schema.org/version,1360462210
http://www.wikidata.org/entity/Q22949970,http://schema.org/dateModified,2021-02-13T17:19:33Z
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,كنيسة في فرنسا
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,եկեղեցի Ֆրանսիայում
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,igreja em França
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,Kirchengebäude in Frankreich
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,"church located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,"iglesia situada en Alta Córcega, en Francia"
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,kerkgebouw
http://www.wikidata.org/entity/Q22949970,http://schema.org/description,église à Pruno (Haute-Corse)
http://www.wikidata.org/entity/Q22949970,http://www.w3.org/2000/01/rdf-schema#label,église Santa Maria de Pruno
http://www.wikidata.org/entity/Q22949970,http://www.w3.org/2000/01/rdf-schema#label,église Santa Maria de Pruno
http://www.wikidata.org/entity/Q22949970,http://wikiba.se/ontology#statements,7
http://www.wikidata.org/entity/Q22949970,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22949970,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q265137
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22949970-ad2c99e8-8cc1-472f-b3f5-8968efabcbce
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22949970-6057dd1f-fa27-4c99-af91-20d551465774
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22949970-d4710e66-c543-40f9-a22f-1a76daafab78
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P380,PA00099235
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P625,Point(9.4399 42.4161)
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B252a
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22949970-aff10b18-04ac-4878-8d93-6f791a0a6ca6
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22949970-04d33df2-31e9-4d41-a2c1-0f6be5762e5e
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22949970-49fad9cb-d1d1-43f0-91b0-de6fd36e2485
http://www.wikidata.org/entity/Q22949970,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q22949970-8d3883b1-423c-1525-d369-d711bce935eb
http://www.wikidata.org/entity/Q22950089,http://schema.org/version,1222302684
http://www.wikidata.org/entity/Q22950089,http://schema.org/dateModified,2020-07-02T01:45:56Z
http://www.wikidata.org/entity/Q22950089,http://schema.org/description,fort à Vivario (Haute-Corse)
http://www.wikidata.org/entity/Q22950089,http://www.w3.org/2000/01/rdf-schema#label,Fort de Vivario
http://www.wikidata.org/entity/Q22950089,http://www.w3.org/2000/01/rdf-schema#label,fortin de Pasciolo
http://www.wikidata.org/entity/Q22950089,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22950089,http://wikiba.se/ontology#sitelinks,1
